store,websites,attribute_set,type,category_ids,sku,status,is_recurring,visibility,tax_class_id,brands,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,is_in_stock,product_name,product_type_id,laptop_warranty_summary,mapped_status,price,cpu,laptop_battery,color,laptop_processor
admin,base,Laptops,simple,"3,11",SYGNBQB0507,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-Compaq 6710b(Core 2 Duo T7800 2.20GHz/2GB/160GB 15.4"")CNU7502Z80",,Compaq 6710b,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Compaq 6710b(Core 2 Duo T7800 2.20GHz/2GB/160GB 15.4"")CNU7502Z80",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--56WH,Grey,
admin,base,Laptops,simple,"3,11",SYGNBQB0508,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp 15 3542(Core I5 4210U 1.70GHz/4GB/320GB 15.6"")H5DP532",,Insp 15 3542,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp 15 3542(Core I5 4210U 1.70GHz/4GB/320GB 15.6"")H5DP532",simple,1 Year  Warranty.,No,0.00,I5,14.8V--40WH,Black,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0509,2,No,"Catalog, Search",GST0.36,Lenovo,QCNBK-B,"Lenovo-T430(Core I5 3320M 2.60GHz/4GB/320GB 14"")PB-33PT2",,T430,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-T430(Core I5 3320M 2.60GHz/4GB/320GB 14"")PB-33PT2",simple,1 Year  Warranty.,No,0.00,I5,10.8V--5200MAH,Black,Core i5
admin,base,Laptops,simple,"3,11",QCNBB001965,2,No,"Catalog, Search",GST0.36,Samsung,QCNBK-B,"Samsung-NP300E4A(Pentium B950 2.10GHz/2GB/320GB 14"")HRQH91AC200789P",,NP300E4A,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Samsung-NP300E4A(Pentium B950 2.10GHz/2GB/320GB 14"")HRQH91AC200789P",simple,1 Year  Warranty.,No,0.00,Below I3,11.1V--4400mAh,Grey,
admin,base,Laptops,simple,"3,11",QCNBB001966,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-G42(Core I5 M480 2.67GHz/4GB/500GB 14.0"")CNF0476M2W",,G42,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-G42(Core I5 M480 2.67GHz/4GB/500GB 14.0"")CNF0476M2W",simple,1 Year  Warranty.,No,0.00,I5,10.8V--4400mAh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0510,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N5110(Core I3 2310M 2.10GHz/3GB/320GB 15.6"")7QH6RP1",,Insp N5110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N5110(Core I3 2310M 2.10GHz/3GB/320GB 15.6"")7QH6RP1",simple,1 Year  Warranty.,No,0.00,I3,11.1V--48WH,Brown,Core i3
admin,base,Laptops,simple,"3,11",SYGNBQB0511,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-INSP N5010(Core I5 M450 2.40GHz/4GB/500GB 15.6"")8Y4W6BS",,INSP N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-INSP N5010(Core I5 M450 2.40GHz/4GB/500GB 15.6"")8Y4W6BS",simple,1 Year  Warranty.,No,0.00,I5,11.1V--4400mAh,Brown,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0512,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-1000-1411TX(Core i5 3230M 2.60GHz/4GB/500GB 15.6"")5CG40306XH",,1000-1411TX,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-1000-1411TX(Core i5 3230M 2.60GHz/4GB/500GB 15.6"")5CG40306XH",simple,1 Year  Warranty.,No,0.00,i5,10.8v--4200mah,Black,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0513,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N5010(Core I3 M350 2.27GHz/2GB/320GB 15.6"")52PF6BS",,Insp N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N5010(Core I3 M350 2.27GHz/2GB/320GB 15.6"")52PF6BS",simple,1 Year  Warranty.,No,0.00,I3,11.1V--48Wh,Brown,Core i3
admin,base,Laptops,simple,"3,11",SYGNBQB0514,2,No,"Catalog, Search",GST0.36,Asus,QCNBK-B,"Asus-K55VJ(Core I5 3210M 2.50GHz/8GB/740GB 15.6"")CBN0CV173148457",,K55VJ,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Asus-K55VJ(Core I5 3210M 2.50GHz/8GB/740GB 15.6"")CBN0CV173148457",simple,1 Year  Warranty.,No,0.00,I5,10.8V--4700MAH,Black,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0515,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N5110(Core I5 2410M 2.30GHz/4GB/500GB 15.6"")845XTQ1",,Insp N5110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N5110(Core I5 2410M 2.30GHz/4GB/500GB 15.6"")845XTQ1",simple,1 Year  Warranty.,No,0.00,I5,11.1V--48WH,White,Core i5
admin,base,Laptops,simple,"3,11",QCNBB001967,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N5010(Core I3 M350 2.27GHz/3GB/500GB 15.6"")8GCH6BS",,Insp N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N5010(Core I3 M350 2.27GHz/3GB/500GB 15.6"")8GCH6BS",simple,1 Year  Warranty.,No,0.00,I3,11.1V--48WH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBQB0516,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp 5420(Core I5 3210M 2.50GHz/4GB/500GB 15.6"")846JVS1",,Insp 5420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp 5420(Core I5 3210M 2.50GHz/4GB/500GB 15.6"")846JVS1",simple,1 Year  Warranty.,No,0.00,I5,11.1V--5.2AH,Red,Core i5
admin,base,Laptops,simple,"3,11",QCNBB001968,2,No,"Catalog, Search",GST0.36,Lenovo,QCNBK-B,"Lenovo-L420(Core I3 2310M 2.10GHz/4GB/500GB 14.5"")LR-0Y1XR",,L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-L420(Core I3 2310M 2.10GHz/4GB/500GB 14.5"")LR-0Y1XR",simple,1 Year  Warranty.,No,0.00,I3,10.8V--48WH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBQB0517,2,No,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-PCG-71811W(Core I5 2430M 2.40GHz/4GB/500GB 15.6"")C1067CDA",,PCG-71811W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-PCG-71811W(Core I5 2430M 2.40GHz/4GB/500GB 15.6"")C1067CDA",simple,1 Year  Warranty.,No,0.00,I5,10.8V--48WH,Black,Core i5
admin,base,Laptops,simple,"3,11",QCNBB001969,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N4010(Core I3 M350 2.27GHz/4GB/500GB 14"")JKV46BS",,Insp N4010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N4010(Core I3 M350 2.27GHz/4GB/500GB 14"")JKV46BS",simple,1 Year  Warranty.,No,0.00,I3,11.1v--4.2ah,Brown,Core i3
admin,base,Laptops,simple,"3,11",QCNBB001970,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Vostro 3300(Core I5 M560 2.66GHz/4GB/500GB 14"")146S8N1",,Vostro 3300,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 3300(Core I5 M560 2.66GHz/4GB/500GB 14"")146S8N1",simple,1 Year  Warranty.,No,0.00,I5,14.1V--80WH,Silver,Core i5
admin,base,Laptops,simple,"3,11",QCNBB001971,2,No,"Catalog, Search",GST0.36,Toshiba,QCNBK-B,"Toshiba-Satellite C50(Pentium 2020M 2.40GHz/2GB/500GB 15.6"")ZD086849S",,Satellite C50,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Toshiba-Satellite C50(Pentium 2020M 2.40GHz/2GB/500GB 15.6"")ZD086849S",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--4200mAh,White ,
admin,base,Laptops,simple,"3,11",QCNBB001972,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-Pavilion G6-2312ax(AMD A10-4600M 2.70GHz/3GB/1TB 15.6"")5CD302090C",,Pavilion G6-2312ax,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion G6-2312ax(AMD A10-4600M 2.70GHz/3GB/1TB 15.6"")5CD302090C",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--4200mAh,Black ,
admin,base,Laptops,simple,"3,11",QCNBB001973,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insprion 1464(Core I3 /4GB /320GB 14"")3H2L5BS",,Insprion 1464,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insprion 1464(Core I3 /4GB /320GB 14"")3H2L5BS",simple,1 Year  Warranty.,No,0.00,I3,11.1V--48WH,Black,Core i3
admin,base,Laptops,simple,"3,11",QCNBB001974,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-550(Core 2 Duo T5670 1.80GHz/3GB/160GB 15.4"")CNU9141XH4",,550,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-550(Core 2 Duo T5670 1.80GHz/3GB/160GB 15.4"")CNU9141XH4",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--4400mAh,Grey,
admin,base,Laptops,simple,"3,11",SYGNBQB0518,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,HP-630(Core I3 M380 2.53GHz/8GB/320GB 15.6)5CB20578JT,,630,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,HP-630(Core I3 M380 2.53GHz/8GB/320GB 15.6)5CB20578JT,simple,1 Year  Warranty.,No,0.00,I3,10.8V--47WH,Gold,Core i3
admin,base,Laptops,simple,"3,11",QCNBB001975,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-INSP 3520(Core I5 3210M 2.50GHz/4GB/500GB 15.6"")D1N8WS1",,INSP 3520,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-INSP 3520(Core I5 3210M 2.50GHz/4GB/500GB 15.6"")D1N8WS1",simple,1 Year  Warranty.,No,0.00,I5,11.1V--4400MAh,Brown,Core i5
admin,base,Laptops,simple,"3,11",QCNBB001976,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Vostro 1550(Core I3 2310M 2.10GHz/4GB/500GB 15"")HCCSNT1",,Vostro 1550,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 1550(Core I3 2310M 2.10GHz/4GB/500GB 15"")HCCSNT1",simple,1 Year  Warranty.,No,0.00,I3,11.1V--56WH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBQB0519,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-Pavilion 14-b012av(AMD E1-1200 1.40GHz/2GB/500GB 14"")5CD23938TJ",,Pavilion 14-b012av,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion 14-b012av(AMD E1-1200 1.40GHz/2GB/500GB 14"")5CD23938TJ",simple,1 Year  Warranty.,No,0.00,Below I3,14.4V--37WH,Brown,
admin,base,Laptops,simple,"3,11",QCNBB001977,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-110-3536TU(ATOM N550 1.50GHz/2GB/320GB 10"")4CZ1010TQR",,110-3536TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-110-3536TU(ATOM N550 1.50GHz/2GB/320GB 10"")4CZ1010TQR",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--55WH,Blue,
admin,base,Laptops,simple,"3,11",SYGNBQB0520,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-INSP N4010(Core I3 CPU M370 2.40GHz/4GB/320GB 14.0"")6RR17BS",,INSP N4010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-INSP N4010(Core I3 CPU M370 2.40GHz/4GB/320GB 14.0"")6RR17BS",simple,1 Year  Warranty.,No,0.00,I3,11.1V--4080mAh,Black,Core i3
admin,base,Laptops,simple,"3,11",QCNBB001978,2,No,"Catalog, Search",GST0.36,Compaq,QCNBK-B,"Compaq-C700(Pentium Dual T2310 1.46GHz/1GB/320GB 14.0"")CND74429M5",,C700,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Compaq-C700(Pentium Dual T2310 1.46GHz/1GB/320GB 14.0"")CND74429M5",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--4800mAh,Black,
admin,base,Laptops,simple,"3,11",QCNBB001979,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N5010(Core i5 M370 2.40GHz/4GB/500GB 15.6"")3JS96Q1",,Insp N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N5010(Core i5 M370 2.40GHz/4GB/500GB 15.6"")3JS96Q1",simple,1 Year  Warranty.,No,0.00,i5,11.1V--48Wh,Black,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0521,2,No,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-PCG-71313W(Core i5 M560 2.67GHz/4GB/320GB 15.6"")C6083PCW",,PCG-71313W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-PCG-71313W(Core i5 M560 2.67GHz/4GB/320GB 15.6"")C6083PCW",simple,1 Year  Warranty.,No,0.00,i5,10.8V--,Black,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0522,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-1000-1401AU(AMD E1-1500 1.4GHz/2GB/500GB 14"")5CG3341VDN",,1000-1401AU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-1000-1401AU(AMD E1-1500 1.4GHz/2GB/500GB 14"")5CG3341VDN",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--4200mAh,Black,
admin,base,Laptops,simple,"3,11",SYGNBQB0523,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-XPS L502X(Core I5 2410M 2.30GHz/4GB/500GB 15.6"")4L5D8S1",,XPS L502X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-XPS L502X(Core I5 2410M 2.30GHz/4GB/500GB 15.6"")4L5D8S1",simple,1 Year  Warranty.,No,0.00,I5,11.1V--56Wh,Silver,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0524,2,No,"Catalog, Search",GST0.36,Acer,QCNBK-B,"Acer-ASPIRE ONE 725(AMD C-70APU With raden hd 1.00ghz/4gb/500gb 11"")NUSGPSI016246041AB7600",,ASPIRE ONE 725,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Acer-ASPIRE ONE 725(AMD C-70APU With raden hd 1.00ghz/4gb/500gb 11"")NUSGPSI016246041AB7600",simple,1 Year  Warranty.,No,0.00,Below I3,14.8v--37wh,Black,
admin,base,Laptops,simple,"3,11",SYGNBQB0525,2,No,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-Pavilion G6-2302AX(AMD A4-4300M 2.50GHz/6GB/500GB 15.6"")5CD2501KYS",,Pavilion G6-2302AX,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion G6-2302AX(AMD A4-4300M 2.50GHz/6GB/500GB 15.6"")5CD2501KYS",simple,1 Year  Warranty.,No,0.00,Below I3,10.8V--4200mAh,Black,
admin,base,Laptops,simple,"3,11",SYGNBQB0526,2,No,"Catalog, Search",GST0.36,Samsung,QCNBK-B,"Samsung-NP300V5AH(Core i7 2670QM 2.20GHz/6GB/1TB 15.6"")HN6293TBC00028",,NP300V5AH,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Samsung-NP300V5AH(Core i7 2670QM 2.20GHz/6GB/1TB 15.6"")HN6293TBC00028",simple,1 Year  Warranty.,No,0.00,i7,11.1V--48Wh,Black,Core i7
admin,base,Laptops,simple,"3,11",SYGNBQB0527,2,No,"Catalog, Search",GST0.36,Toshiba,QCNBK-B,"Toshiba-Satellite C50-B(Pentium N3530 2.16GHz/2GB/500GB 15.6"")5E066909P",,Satellite C50-B,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Toshiba-Satellite C50-B(Pentium N3530 2.16GHz/2GB/500GB 15.6"")5E066909P",simple,1 Year  Warranty.,No,0.00,Below I3,14.8V--45WH,Black,
