sku,name,product_name
QCNBBG00109,"LENOVO  THINKPAD T60( CORE 2 DUO T2300 1.66GHZ/2GB/160GB/NO WEBCAM/15.4"")(GRADE B)","LENOVO  THINKPAD T60( CORE 2 DUO T2300 1.66GHZ/2GB/160GB/NO WEBCAM/15.4"")(GRADE B)"
QCNBBG00110,"HP PROBOOK 6570B(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/15.6"")(GRADE B)","HP PROBOOK 6570B(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/15.6"")(GRADE B)"
QCNBBG00111,"DELL LATITUDE E5430(CORE I5-3230GHZ 26.60GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)","DELL LATITUDE E5430(CORE I5-3230GHZ 26.60GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00112,"HP PROBOOK 6470B(CORE I5 3320M 2.60GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)","HP PROBOOK 6470B(CORE I5 3320M 2.60GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00113,"DELL LATITUDE E4310(CORE I5 M560/2.67GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)","DELL LATITUDE E4310(CORE I5 M560/2.67GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00114,"HP NOTEBOOK 630(CORE I3 M350 2.27GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)","HP NOTEBOOK 630(CORE I3 M350 2.27GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)"
QCNBBG00115,"HP PROBOOK 6360B(  CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","HP PROBOOK 6360B(  CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00116,"HP ELITEBOOK 8570W(CORE I7 3840QM 2.80GHZ/4GB/320GB/WEBCAM/15.6"")(GRADE B)","HP ELITEBOOK 8570W(CORE I7 3840QM 2.80GHZ/4GB/320GB/WEBCAM/15.6"")(GRADE B)"
QCNBBG00117,"HP NOTEBOOK 430(CORE I3 M370 2.40GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)","HP NOTEBOOK 430(CORE I3 M370 2.40GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)"
QCNBBG00118,"HP NOTEBOOK 430(CORE I3 M370 2.40GHZ/4GB/250GB/WEB CAM/14"")(GRADE B)","HP NOTEBOOK 430(CORE I3 M370 2.40GHZ/4GB/250GB/WEB CAM/14"")(GRADE B)"
QCNBBG00119,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/240GB SSD/WEB CAM/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/240GB SSD/WEB CAM/14"")(GRADE B)"
QCNBBG00120,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/240GB SSD/WEB CAM/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/240GB SSD/WEB CAM/14"")(GRADE B)"
QCNBBG00121,"DELL LATITUDE E6330(CORE I5 3360M 2.80GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)","DELL LATITUDE E6330(CORE I5 3360M 2.80GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00122,"DELL LATITUDE E6220(CORE I5 2520M 2.50GHZ/2GB/320GB/WEBCAM/12.5""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E6220(CORE I5 2520M 2.50GHZ/2GB/320GB/WEBCAM/12.5""/9 CELL BATTERY)(GRADE B)"
QCNBBG00123,"LENOVO THINKPAD T440(CORE I5 4300U 1.90GHZ/8GB/256GB SSD/WEB CAM/14"")(GRADE B)","LENOVO THINKPAD T440(CORE I5 4300U 1.90GHZ/8GB/256GB SSD/WEB CAM/14"")(GRADE B)"
QCNBBG00124,"HP PAVILION DV4(CORE I3 M330 2.13GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)","HP PAVILION DV4(CORE I3 M330 2.13GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00125,"HP PROBOOK 6570B(CORE I5 3320M 2.60GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)","HP PROBOOK 6570B(CORE I5 3320M 2.60GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00126,"LENOVO THINKPAD L412(CORE I5 M450/2.40GHZ/4GB/500GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD L412(CORE I5 M450/2.40GHZ/4GB/500GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00127,"LENOVO THINKPAD T450(CORE I5-5300U 2.30GHZ/8GB/256GB SSD/WEB CAM/14"")(GRADE B)","LENOVO THINKPAD T450(CORE I5-5300U 2.30GHZ/8GB/256GB SSD/WEB CAM/14"")(GRADE B)"
QCNBBG00128,"LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/6GB/320GB/WEB CAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/6GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00129,"HP PROBOOK 6560B(CORE I5-2450M 2.50GHZ/4GB/320GB/NO WEBCAM/15.6"")(GRADE B)","HP PROBOOK 6560B(CORE I5-2450M 2.50GHZ/4GB/320GB/NO WEBCAM/15.6"")(GRADE B)"
QCNBBG00130,"LENOVO THINKPAD L420(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD L420(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00131,"SONY VAIO SVF15212SNW(CORE I3 3227U 1.90GHZ/2GB/500GB/WEBCAM/15.5"")(GRADE B)","SONY VAIO SVF15212SNW(CORE I3 3227U 1.90GHZ/2GB/500GB/WEBCAM/15.5"")(GRADE B)"
QCNBBG00132,"LENOVO IDEAPAD 100-14IBY(PENTIUM N3540 2.16GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)","LENOVO IDEAPAD 100-14IBY(PENTIUM N3540 2.16GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)"
QCNBBG00133,"LENOVO G50-80(CORE I3 4030U 1.90GHZ/4GB/320GB/WEBCAM/15.6"")(GRADE B)","LENOVO G50-80(CORE I3 4030U 1.90GHZ/4GB/320GB/WEBCAM/15.6"")(GRADE B)"
QCNBBG00134,"LENOVO G50-80(CORE I5 5200U 2.20GHZ/2GB/1TB/WEB CAM/15.6"")(GRADE B)","LENOVO G50-80(CORE I5 5200U 2.20GHZ/2GB/1TB/WEB CAM/15.6"")(GRADE B)"
QCNBBG00135,"DELL LATITUDE D630(CORE 2 DUO T7250 2.00GHZ/2GB/80GB/14.1"")(GRADE B)","DELL LATITUDE D630(CORE 2 DUO T7250 2.00GHZ/2GB/80GB/14.1"")(GRADE B)"
QCNBBG00136,"LENOVO 3000-G400M(GENUINE INTEL T2080 1.73GHZ/512MB/80GB/14"")(GRADE B)","LENOVO 3000-G400M(GENUINE INTEL T2080 1.73GHZ/512MB/80GB/14"")(GRADE B)"
QCNBBG00137,"LENOVO IDEAPAD Z50-70(CORE I5 4210U 1.70GHZ/8GB/1TB/WEB CAM/15.6"" )(GRADE B)","LENOVO IDEAPAD Z50-70(CORE I5 4210U 1.70GHZ/8GB/1TB/WEB CAM/15.6"" )(GRADE B)"
QCNBBG00138,"HCL ME NETBOOK 06(ATOM CPU N270 1.60GHZ/1GB/160GB/WEB CAM/10.1"")(GRADE B)","HCL ME NETBOOK 06(ATOM CPU N270 1.60GHZ/1GB/160GB/WEB CAM/10.1"")(GRADE B)"
QCNBBG00139,"SONY VAIO PCG-3G9P(CORE 2 DUO T6500 2.10GHZ/3GB/320GB/WEB CAM/14"")(GRADE B)","SONY VAIO PCG-3G9P(CORE 2 DUO T6500 2.10GHZ/3GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00140,"TOSHIBA SATELLITE L305(CELERON 900 2.20GHZ/2GB/320GB/NO WEB CAM/15.4"")(GRADE B)","TOSHIBA SATELLITE L305(CELERON 900 2.20GHZ/2GB/320GB/NO WEB CAM/15.4"")(GRADE B)"
QCNBBG00141,"SAMSUNG NP-N150(ATOM N450 1.66GHZ/1GB/160GB/WEB CAM/10.1"")(GRADE B)","SAMSUNG NP-N150(ATOM N450 1.66GHZ/1GB/160GB/WEB CAM/10.1"")(GRADE B)"
QCNBBG00142,"ACER ASPIRE ONE D257(ATOM N570 1.66GHZ/2GB/500GB/WEB CAM/10.1"")(GRADE B)","ACER ASPIRE ONE D257(ATOM N570 1.66GHZ/2GB/500GB/WEB CAM/10.1"")(GRADE B)"
QCNBBG00143,"LENOVO THINKPAD W510(CORE I7 Q720 1.60GHZ/4GB/320GB/WEB CAM/15.6"")(GRADE B)","LENOVO THINKPAD W510(CORE I7 Q720 1.60GHZ/4GB/320GB/WEB CAM/15.6"")(GRADE B)"
QCNBBG00144,"TOSHIBA SATELLITE C640-X4014(CORE I5 2430M 2.40GHZ/8GB/500GB/WEB CAM/14"")(GRADE B)","TOSHIBA SATELLITE C640-X4014(CORE I5 2430M 2.40GHZ/8GB/500GB/WEB CAM/14"")(GRADE B)"
QCNBBG00145,"SAMSUNG NP-300E5X(CORE I3 2328M 2.29GHZ/6GB/500GB/WEB CAM/15.6"")(GRADE B)","SAMSUNG NP-300E5X(CORE I3 2328M 2.29GHZ/6GB/500GB/WEB CAM/15.6"")(GRADE B)"
QCNBBG00146,"SONY VAIO PCG-61911W(CORE I5 2430M 2.40GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)","SONY VAIO PCG-61911W(CORE I5 2430M 2.40GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)"
QCNBBG00147,"ACER ASPIRE V5(CELERON 1017U 1.60GHZ/2GB/500GB/WEB CAM/11.6"")(GRADE B)","ACER ASPIRE V5(CELERON 1017U 1.60GHZ/2GB/500GB/WEB CAM/11.6"")(GRADE B)"
QCNBBG00148,"HP NOTEBOOK 430(CORE I5 M540 2.53GHZ/4GB/500GB/WEBCAM/14"")(GRADE B)","HP NOTEBOOK 430(CORE I5 M540 2.53GHZ/4GB/500GB/WEBCAM/14"")(GRADE B)"
QCNBBG00149,"DELL INSPIRON 11-3148(CORE I3 4030U 1.90GHZ/4GB/500GB/WEB CAM/11.6"")","DELL INSPIRON 11-3148(CORE I3 4030U 1.90GHZ/4GB/500GB/WEB CAM/11.6"")"
QCNBBG00150,"HP PROBOOK 6570B(CORE I5 3320M 2.60GHZ/4GB/500GB/NO WEBCAM/15.6"")","HP PROBOOK 6570B(CORE I5 3320M 2.60GHZ/4GB/500GB/NO WEBCAM/15.6"")"
QCNBBG00151,"LENOVO G50-80(CORE I5 5200U 2.20GHZ/6GB/1TB/WEB CAM/15.6"")(GRADE B)","LENOVO G50-80(CORE I5 5200U 2.20GHZ/6GB/1TB/WEB CAM/15.6"")(GRADE B)"
QCNBBG00152,"DELL LATITUDE E6320(CORE I5 2540M 2.60GHZ/4GB/320GB/NO WEB CAM/14"")(GRADE B)","DELL LATITUDE E6320(CORE I5 2540M 2.60GHZ/4GB/320GB/NO WEB CAM/14"")(GRADE B)"
QCNBBG00153,"DELL LATITUDE E6320(CORE I5-2540M 2.60GHZ/4GB/250GB/14""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E6320(CORE I5-2540M 2.60GHZ/4GB/250GB/14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00154,"DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/2GB/250GB/14"")(GRADE B)","DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/2GB/250GB/14"")(GRADE B)"
QCNBBG00155,"DELL LATITUDE E6320(CORE I5 2540M 2.60GHZ/4GB/250GBRW/13.3""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E6320(CORE I5 2540M 2.60GHZ/4GB/250GBRW/13.3""/9 CELL BATTERY)(GRADE B)"
QCNBBG00156,"DELL LATITUDE E6320(CORE I7 2620M 2.70GHZ/4GB/250GB 14""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E6320(CORE I7 2620M 2.70GHZ/4GB/250GB 14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00157,"DELL LATITUDE E6320(CORE I5 2540M 2.60GHZ/4GB/320GBRW 14""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E6320(CORE I5 2540M 2.60GHZ/4GB/320GBRW 14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00158,"LENOVO THINKPAD T420(CORE I7 2620M 2.70GHZ/4GB/320GBRW/WEBCAM/14""/9 CELL BATTERY)(GRADE B)","LENOVO THINKPAD T420(CORE I7 2620M 2.70GHZ/4GB/320GBRW/WEBCAM/14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00159,"DELL LATITUDE E6430(CORE I7 3720QM 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","DELL LATITUDE E6430(CORE I7 3720QM 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00160,"HP ELITEBOOK 8460P(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","HP ELITEBOOK 8460P(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00161,"HP PAVILION-DV2500(CORE 2 DUO T2310 1.46GHZ/3GB/160GB/WEBCAM/14"")(GRADE B)","HP PAVILION-DV2500(CORE 2 DUO T2310 1.46GHZ/3GB/160GB/WEBCAM/14"")(GRADE B)"
QCNBBG00162,"LENOVO FLEX 2-14(CORE I3 4030U 1.90GHZ/4GB/500GB/WEBCAM/14"" TOUCH)(GRADE B)","LENOVO FLEX 2-14(CORE I3 4030U 1.90GHZ/4GB/500GB/WEBCAM/14"" TOUCH)(GRADE B)"
QCNBBG00163,"LENOVO THINKPAD L412(CORE I5 M430 2.27GHZ/4GB/250GB/14"")(GRADE B)","LENOVO THINKPAD L412(CORE I5 M430 2.27GHZ/4GB/250GB/14"")(GRADE B)"
QCNBBG00164,"HP ELITEBOOK 840 G2(CORE I7 5600U 2.60GHZ/8GB/240GB SSD/WEBCAM/14"" TOUCH)(GRADE B)","HP ELITEBOOK 840 G2(CORE I7 5600U 2.60GHZ/8GB/240GB SSD/WEBCAM/14"" TOUCH)(GRADE B)"
QCNBBG00165,"DELL LATITUDE E4310(CORE I5 M520 2.40GHZ/4GB/250GB/14""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E4310(CORE I5 M520 2.40GHZ/4GB/250GB/14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00166,"DELL LATITUDE E6400(CORE 2 DUO T9600 2.80GHZ/2GB/250GB/14"")(GRADE B)","DELL LATITUDE E6400(CORE 2 DUO T9600 2.80GHZ/2GB/250GB/14"")(GRADE B)"
QCNBBG00167,"DELL LATITUDE E6410(CORE I7 M620 2.67GHZ/4GB/250GB/14"")(GRADE B)","DELL LATITUDE E6410(CORE I7 M620 2.67GHZ/4GB/250GB/14"")(GRADE B)"
QCNBBG00168,"LENOVO THINKPAD L412(CORE I5 M520 2.40GHZ/2GB/250GB/14"")(GRADE B)","LENOVO THINKPAD L412(CORE I5 M520 2.40GHZ/2GB/250GB/14"")(GRADE B)"
QCNBBG00169,"DELL LATITUDE E6510(CORE I5 M560 2.67GHZ/4GB/250GB/15.6"")(GRADE B)","DELL LATITUDE E6510(CORE I5 M560 2.67GHZ/4GB/250GB/15.6"")(GRADE B)"
QCNBBG00170,"DELL LATITUDE D620(CORE 2 DUO T7200 2.00GHZ/2GB/160GB/14"")(GRADE B)","DELL LATITUDE D620(CORE 2 DUO T7200 2.00GHZ/2GB/160GB/14"")(GRADE B)"
QCNBBG00171,"LENOVO THINKPAD X240(CORE I5 4300U 1.90GHZ/4GB/500GB/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X240(CORE I5 4300U 1.90GHZ/4GB/500GB/WEBCAM/12.5"")(GRADE B)"
QCNBBG00172,"DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/250GB/WEB CAM/14"")(GRADE B)","DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/250GB/WEB CAM/14"")(GRADE B)"
QCNBBG00173,"DELL LATITUDE E6400(CORE 2 DUO P8700 2.53GHZ/2GB/160GB/14""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E6400(CORE 2 DUO P8700 2.53GHZ/2GB/160GB/14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00174,"DELL LATITUDE E4300(CORE 2 DUO P9400 2.40GHZ/2GB/160GB/13.3""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E4300(CORE 2 DUO P9400 2.40GHZ/2GB/160GB/13.3""/9 CELL BATTERY)(GRADE B)"
QCNBBG00175,"DELL LATITUDE E6430(CORE I5 3320M 2.60GHZ/4GB/320GB/WEBCAM/14""/9 CELL BATTERY)(GRADE B)","DELL LATITUDE E6430(CORE I5 3320M 2.60GHZ/4GB/320GB/WEBCAM/14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00176,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/320GB 14""/9 CELL BATTERY)(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/320GB 14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00177,"ACER ASPIRE 2920Z(PENTIUM DUAL T2370 1.73GHZ/1GB/120GB/WEBCAM/12.1"")(GRADE B)","ACER ASPIRE 2920Z(PENTIUM DUAL T2370 1.73GHZ/1GB/120GB/WEBCAM/12.1"")(GRADE B)"
QCNBBG00178,"DELL LATITUDE D620(GENUINE INTEL T2400 1.83GHZ/2GB/160GB/14"")(GRADE B)","DELL LATITUDE D620(GENUINE INTEL T2400 1.83GHZ/2GB/160GB/14"")(GRADE B)"
QCNBBG00179,"SONY SVT151A11L(CORE I5 3337U 1.80GHZ/8GB/750GB/WEBCAM/15.6"")(GRADE B)","SONY SVT151A11L(CORE I5 3337U 1.80GHZ/8GB/750GB/WEBCAM/15.6"")(GRADE B)"
QCNBBG00180,"DELL INSPIRON 1012(INTEL ATOM N450 1.66GHZ/2GB/320GB/WEBCAM/10.1"")(GRADE B)","DELL INSPIRON 1012(INTEL ATOM N450 1.66GHZ/2GB/320GB/WEBCAM/10.1"")(GRADE B)"
QCNBBG00181,"LENOVO THINKPAD W530(CORE I7 3720QM 2.60GHZ/4GB/320GB/WEBCAM/15.6"")(GRADE B)","LENOVO THINKPAD W530(CORE I7 3720QM 2.60GHZ/4GB/320GB/WEBCAM/15.6"")(GRADE B)"
QCNBBG00182,"LENOVO THINKPAD X200(CORE 2 DUO P8600 2.40GHZ/2GB/320GB/12.1"")(GRADE B)","LENOVO THINKPAD X200(CORE 2 DUO P8600 2.40GHZ/2GB/320GB/12.1"")(GRADE B)"
QCNBBG00183,"LENOVO THINKPAD T450(CORE I5 5300U 2.30GHZ/8GB/320GB/WEB CAM/14"")(GRADE B)","LENOVO THINKPAD T450(CORE I5 5300U 2.30GHZ/8GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00184,"LENOVO THINKPAD T61(CORE 2 DUO T7300 1.80GHZ/2GB/160GB/NO WEBCAM/14.1"")(GRADE B)","LENOVO THINKPAD T61(CORE 2 DUO T7300 1.80GHZ/2GB/160GB/NO WEBCAM/14.1"")(GRADE B)"
QCNBBG00185,"LENOVO THINKPAD T410(CORE I5 M520/2.40GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T410(CORE I5 M520/2.40GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00186,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/320GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00187,"LENOVO THINKPAD T420(CORE I7 2620M 2.70GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I7 2620M 2.70GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00188,"DELL LATITUDE E6430(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","DELL LATITUDE E6430(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
