sku,description,short_description,imp_desc
OPMBNTF0130,"<ul><li>Display - 5.5 inches</li>
<li>Front Camera - 8 MP</li>
<li>Rear Camera -13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 (Marshmallow)</li>
<li>Processor - 1.6GHz octa-core</li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera - 8 MP</li>
<li>Rear Camera -13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 (Marshmallow)</li>
<li>Processor - 1.6GHz octa-core</li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera - 8 MP</li>
<li>Rear Camera -13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 (Marshmallow)</li>
<li>Processor - 1.6GHz octa-core</li></ul>
"
OPMBNTF0088,"<ul><li>1.5 GHz Quad Core processor</li>
<li>4G with ultra data saving mode</li></ul>","<ul><li>1.5 GHz Quad Core processor</li>
<li>4G with ultra data saving mode</li></ul>","<ul><li>1.5 GHz Quad Core processor</li>
<li>4G with ultra data saving mode</li></ul>"
OPMBNTF0133,"<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
","<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
","<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
"
OPMBNTF0039,"<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
","<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
","<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
"
OPMBNTF0538,"<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
","<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
","<ul><li>Display - 6.44 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera -16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - hexa-core</li></ul>
"
OPMBNTF0106,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
QCMBB000121,"<ul><li>Primary Camera - 5.0 MP</li>
<li>Seconary Camera - 2.0 MP</li>
<li>4.3 inches Display</li></ul>
","<ul><li>Primary Camera - 5.0 MP</li>
<li>Seconary Camera - 2.0 MP</li>
<li>4.3 inches Display</li></ul>
","<ul><li>Primary Camera - 5.0 MP</li>
<li>Seconary Camera - 2.0 MP</li>
<li>4.3 inches Display</li></ul>
"
NEWMOB00231,"<ul><li>Display - 5.0 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0 (Marshmallow) </li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0 (Marshmallow) </li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0 (Marshmallow) </li>
<li>Processor - 1.3GHz quad-core</li></ul>
"
NEWMOB00230,"<ul><li>Display - 5.0 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0 (Marshmallow) </li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0 (Marshmallow) </li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 6.0 (Marshmallow) </li>
<li>Processor - 1.3GHz quad-core</li></ul>
"
QCMBB000139,"<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera - 5 MP</li>
<li>Resolution - 480 x 800 pixels</li>
<li>OS - Android 4.0 </li>
<li>Processor - 1GHz </li></ul>
","<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera - 5 MP</li>
<li>Resolution - 480 x 800 pixels</li>
<li>OS - Android 4.0 </li>
<li>Processor - 1GHz </li></ul>
","<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera - 5 MP</li>
<li>Resolution - 480 x 800 pixels</li>
<li>OS - Android 4.0 </li>
<li>Processor - 1GHz </li></ul>
"
NEWMOB00228,"<ul><li>Display - 5.5 inches</li>
<li>Front Camera - 16 MP</li>
<li>Rear Camera - 16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 (Marshmallow) </li>
<li>Processor - quad-core </li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera - 16 MP</li>
<li>Rear Camera - 16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 (Marshmallow) </li>
<li>Processor - quad-core </li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera - 16 MP</li>
<li>Rear Camera - 16 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 (Marshmallow) </li>
<li>Processor - quad-core </li></ul>
"
QCMBB000059,"<ul><li>Display - 4.95 inches</li>
<li>Front Camera - 1.3 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 4.4 </li>
<li>Processor - 2.26GHzquad-core </li></ul>
","<ul><li>Display - 4.95 inches</li>
<li>Front Camera - 1.3 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 4.4 </li>
<li>Processor - 2.26GHzquad-core </li></ul>
","<ul><li>Display - 4.95 inches</li>
<li>Front Camera - 1.3 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 4.4 </li>
<li>Processor - 2.26GHzquad-core </li></ul>
"
OPMBNTF0048,"<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 2GHz hexa-core </li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 2GHz hexa-core </li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 2GHz hexa-core </li></ul>
"
OPMBNTF0308,"<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 2GHz hexa-core </li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 2GHz hexa-core </li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 13 MP</li>
<li>Resolution - 1080 x 1920 pixels</li>
<li>OS - Android 6.0.1 </li>
<li>Processor - 2GHz hexa-core </li></ul>
"
OPMBNTF0168,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1GHz quad-core </li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1GHz quad-core </li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera - 8 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1GHz quad-core </li></ul>
"
QCMBB000242,"<ul><li>Display - 4.70 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera - 10 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 4.2</li>
<li>Processor - 1.7GHz dual-core </li></ul>
","<ul><li>Display - 4.70 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera - 10 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 4.2</li>
<li>Processor - 1.7GHz dual-core </li></ul>
","<ul><li>Display - 4.70 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera - 10 MP</li>
<li>Resolution - 720 x 1280 pixels</li>
<li>OS - Android 4.2</li>
<li>Processor - 1.7GHz dual-core </li></ul>
"
QCMBB000088,"<ul><li>Display - 4.0 inches</li>
<li>Primary Camera - 5 MP</li>
<li>Secondary Camera - No</li>
<li>Resolution - 480 x 800 pixels</li>
<li>OS - Microsoft Windows Phone 8</li>
<li>Processor - 1.0GHz dual-core </li></ul>
","<ul><li>Display - 4.0 inches</li>
<li>Primary Camera - 5 MP</li>
<li>Secondary Camera - No</li>
<li>Resolution - 480 x 800 pixels</li>
<li>OS - Microsoft Windows Phone 8</li>
<li>Processor - 1.0GHz dual-core </li></ul>
","<ul><li>Display - 4.0 inches</li>
<li>Primary Camera - 5 MP</li>
<li>Secondary Camera - No</li>
<li>Resolution - 480 x 800 pixels</li>
<li>OS - Microsoft Windows Phone 8</li>
<li>Processor - 1.0GHz dual-core </li></ul>
"
OPMBNTF0115,"<ul><li>Display - 6 inches</li>
<li>Primary Camera - 16 MP</li>
<li>Secondary Camera  - 16 MP</li>
<li>Resolution - 1920 x 1080  pixels</li></ul>
","<ul><li>Display - 6 inches</li>
<li>Primary Camera - 16 MP</li>
<li>Secondary Camera  - 16 MP</li>
<li>Resolution - 1920 x 1080  pixels</li></ul>
","<ul><li>Display - 6 inches</li>
<li>Primary Camera - 16 MP</li>
<li>Secondary Camera  - 16 MP</li>
<li>Resolution - 1920 x 1080  pixels</li></ul>
"
ASMBA000021,"<ul><li>Display - 5.70 inches</li>
<li>Front Camera - 16 MP</li>
<li>Rear Camera  - 16 MP</li>
<li>Resolution - 1080 x 1920  pixels</li>
<li>OS - Android 6.0</li>
<li>Processor - 1.9GHz octa-core </li></ul>
","<ul><li>Display - 5.70 inches</li>
<li>Front Camera - 16 MP</li>
<li>Rear Camera  - 16 MP</li>
<li>Resolution - 1080 x 1920  pixels</li>
<li>OS - Android 6.0</li>
<li>Processor - 1.9GHz octa-core </li></ul>
","<ul><li>Display - 5.70 inches</li>
<li>Front Camera - 16 MP</li>
<li>Rear Camera  - 16 MP</li>
<li>Resolution - 1080 x 1920  pixels</li>
<li>OS - Android 6.0</li>
<li>Processor - 1.9GHz octa-core </li></ul>
"
QCMBB000102,"<ul><li>Screen Size: 4.0 inches</li>
<li>Speed: 1.2GHz</li>
<li>Internal Memory: 4GB, 512MB RAM</li>
<li>OS: Android</li>
<li>Sensor Resolution: 3MP, 2048 x 1536 pixels</li></ul>
","<ul><li>Screen Size: 4.0 inches</li>
<li>Speed: 1.2GHz</li>
<li>Internal Memory: 4GB, 512MB RAM</li>
<li>OS: Android</li>
<li>Sensor Resolution: 3MP, 2048 x 1536 pixels</li></ul>
","<ul><li>Screen Size: 4.0 inches</li>
<li>Speed: 1.2GHz</li>
<li>Internal Memory: 4GB, 512MB RAM</li>
<li>OS: Android</li>
<li>Sensor Resolution: 3MP, 2048 x 1536 pixels</li></ul>
"
QCMBB000061,"<ul><li>Display - 4 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>1750 mAh Li-Ion Battery</li></ul>
","<ul><li>Display - 4 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>1750 mAh Li-Ion Battery</li></ul>
","<ul><li>Display - 4 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>1750 mAh Li-Ion Battery</li></ul>
"
QCMBB000111,"<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 1.9 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720 x 1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.2GHz quad-core </li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 1.9 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720 x 1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.2GHz quad-core </li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera - 1.9 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720 x 1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.2GHz quad-core </li></ul>
"
OPMBNTF0081,"<ul><li>5.5-inch display</li>
<li>1.95GHz 8-core processor</li>
<li>21 Megapixel main camera</li>
<li>3100-mAh battery</li>
<li>Android 5.1 Lollipop</li></ul>
","<ul><li>5.5-inch display</li>
<li>1.95GHz 8-core processor</li>
<li>21 Megapixel main camera</li>
<li>3100-mAh battery</li>
<li>Android 5.1 Lollipop</li></ul>
","<ul><li>5.5-inch display</li>
<li>1.95GHz 8-core processor</li>
<li>21 Megapixel main camera</li>
<li>3100-mAh battery</li>
<li>Android 5.1 Lollipop</li></ul>
"
NEWMOB00152,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 854  pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1.5GHz quad-core </li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 854  pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1.5GHz quad-core </li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 854  pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1.5GHz quad-core </li></ul>
"
OPMBNTF0388,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 1280 x 720  pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1.3GHz quad-core </li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 1280 x 720  pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1.3GHz quad-core </li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 1280 x 720  pixels</li>
<li>OS - Android 5.1</li>
<li>Processor - 1.3GHz quad-core </li></ul>
"
OPMBNTF0211,"<ul><li>Display - 4,30 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 800  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz dual-core </li></ul>
","<ul><li>Display - 4,30 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 800  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz dual-core </li></ul>
","<ul><li>Display - 4,30 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 800  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz dual-core </li></ul>
"
OPMBNTF0118,"<ul><li>Display - 4,00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 800  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz </li></ul>
","<ul><li>Display - 4,00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 800  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz </li></ul>
","<ul><li>Display - 4,00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480 x 800  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz </li></ul>
"
OPMBNTF0212,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 10 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4.</li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 10 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4.</li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 10 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4.</li>
<li>Processor - 1.3GHz quad-core</li></ul>
"
OPMBNTF0164,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4.2</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
