"PRODUCT NAME",CATEGORY,QTY,PRICE
"DELL REFURBISHED VOSTRO 15 3565/ AMD A6-7310/ 4GB/ 500GB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",4,17750
"DELL REFURBISHED VOSTRO 15 3568/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",2,43400
"DELL REFURBISHED VOSTRO 15 5568/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",7,49500
"DELL REFURBISHED VOSTRO 15 5568/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-INCH FHD","Brand Refurbished Laptops",2,49900
"DELL REFURBISHED VOSTRO DT 3250/ PDC G4400/ 4GB/ 500GB/ INT/ NO OS/ Display Not Included","Brand Refurbished Laptops",2,17000
"DELL REFURBISHED VOSTRO DT 3250/ PDC G4400/ 4GB/ 500GB/ INT/ WIN 10/ Display Not Included","Brand Refurbished Laptops",3,19200
"DELL REFURBISHED VOSTRO DT 3800/ 4th Gen Ci3-4170/ 4GB/ 500GB/ INT/ NO OS/ Display Not Included","Brand Refurbished Laptops",5,17500
"DELL REFURBISHED VOSTRO DT 3800/ PDC G3260/ 4GB/ 500GB/ INT/ NO OS/ Display Not Included","Brand Refurbished Laptops",1,19600
"DELL REFURBISHED XPS 1200/ 4th Gen Ci5-4210U/ 4GB/ 128GB SSD/ INT/ WIN 8.1/ 12.5-Inch FHD Touch","Brand Refurbished Laptops",1,49000
"DELL REFURBISHED XPS 13 9343/ 5th Gen Ci5-5200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",2,60800
"DELL REFURBISHED XPS 13 9350/ 6th Gen Ci5-6200U/ 4GB/ 128GB SSD/ INT/ WIN 10/ 13.3-Inch FHD","Brand Refurbished Laptops",1,58800
"DELL REFURBISHED XPS 13 9350/ 6th Gen Ci5-6200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",1,63700
"DELL REFURBISHED XPS 13 9360/ 7th Gen Ci5-7200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch FHD","Brand Refurbished Laptops",4,67700
"DELL REFURBISHED XPS 13 9360/ 7th Gen Ci7-7500U/ 16GB/ 512GB SSD/ INT/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",1,83300
"DELL REFURBISHED XPS 13 9360/ 7TH GEN CI7-7560U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-INCH QHD TOUCH","Brand Refurbished Laptops",1,67700
"DELL REFURBISHED XPS 13 9560/ 7TH GEN CI7-7700HQ/ 16GB/ 512GB SSD/ 4GB/ WIN 10/ 15.6-INCH FHD","Brand Refurbished Laptops",1,110300
"Dell studio 1458(CORE I5 m430 2.27GHz/4GB/320GB/14"")34M85BS","Pre-Owned Laptops",1,13800
"Dell Studio 1558 (Core I3 M350 2.27GHz/4GB/320GB 15.6"") 6ZR1CN1","Pre-Owned Laptops",1,12000
"DELL Studio 1558(Core I5 M450 2.40GHz/3GB/500GB 15.6"")4ZGJRN1","Pre-Owned Laptops",1,14000
"Dell Vostro 3350(Core I5 2410 M 2.30GHz/4GB/320GB 14"")7VZRHP1","Pre-Owned Laptops",1,14000
"Dell xps l502X(core i7 2630Qm 2.00GHz/4GB/500GB/15.4"")CR9H6Q1","Pre-Owned Laptops",1,16700
"Dell-INSP 3543(Celeron 3205U 1.50GHz/4GB/500GB 15.6"") GZN1832","Pre-Owned Laptops",1,14289
"Dell-INSP 5421 (Core I5 3337U 1.80GHz/8GB/500GB 14.0"") 2KQ1lw1","Pre-Owned Laptops",1,15500
"Dell-INSP 5559(Core I7 6500U 2.50GHz/4GB/1TB 15.6"")9XHYL72","Pre-Owned Laptops",5,38273
"Dell-Insp N4010 (Core I3 M370 2.40GHz/1GB/320GB 15.6"")-BRBP6BS","Pre-Owned Laptops",1,11000
"Dell-INSP N5010(Core I5 M450 2.40GHz/4GB/320GB 15.6"") 5JTV6BS	","Pre-Owned Laptops",1,14500
"Dell-INSP N5050 (Core I5 2450M 2.50GHz/4GB/500GB 15.6"") FFYPKT1","Pre-Owned Laptops",1,15000
"Dell-Insp N5050(Core I3 2350M CPU 2.30GHz/4GB/500GB 15.6"")JY41RR1	","Pre-Owned Laptops",1,12000
"Dell-INSP N5050(Core I5 2450M 2.50GHz/4GB/320GB 15.6"") HDWPKT1	","Pre-Owned Laptops",1,15000
"Dell-INSP N5110(Core I5 2.50GHz/4GB/500GB)7F3VNR1","Pre-Owned Laptops",1,15500
"Dell-Inspiron 5420(Core I5 3210M 2.50GHz/4GB/500GB 14.0"")FLWXVS1","Pre-Owned Laptops",1,15500
"Dell-INSPIRON 5559(Core I3 6100U 2.30GHz/4GB/1TB 15.6"") J8ZHMC2","Pre-Owned Laptops",11,23134
"Dell-INSPIRON N4110(CORE I5-2430M 2.40GHZ/4GB RAM/500GB HDD)3D63ZR1","Pre-Owned Laptops",1,15000
"Dell-LATITUBE E6510(CORE I7 Q70  1.60GHZ/4GB RAM/320GB HDD) 9f0l6q1","Pre-Owned Laptops",1,15700
"Dell-Latitude E4310(core i5 M520 2.40GHz/4GB/250GB 14.0"" LED) 1SFN62S","Pre-Owned Laptops",1,14200
"Dell-LATITUDE E5420(Core I5 2320M 2.50GHz/4GB/250GB Dos 15.6"") 3C2PWQ1","Pre-Owned Laptops",1,14500
"Dell-Latitude E6410(Core I5 M520 2.40GHz/4GB/250GB 14.0"") GR4VV5BS","Pre-Owned Laptops",1,13200
"Dell-Latitude E6410(Core I7 M620 2.67GHz/2GB/500GB 14.0"")4ZBD6BS","Pre-Owned Laptops",1,16500
"Dell-XPS L501X(Core I3 /3GB/320GB 15.6"") F8P7TN1	","Pre-Owned Laptops",1,12000
"Dell-XPS L502X (Core I5 2410M 2.30GHz/6GB/500GB 15.6"") 7SZ1CQ1","Pre-Owned Laptops",1,15500
"HCL-ME-ICON L74(Core I3 M370 2.40GHz/3GB/640GB 14.0"") A101AE330135","Pre-Owned Laptops",1,12000
"HP 431(core I5 2.30GHz/2GB/320GB) 4CZ114114K","Pre-Owned Laptops",1,13500
"HP Dubt-3000(Core I5 M340 2.27GHZ/4GB/500GB 15.6"")CNF024FJHY","Pre-Owned Laptops",1,14500
"HP Elite Book 8440p(CORE I5 2.40GHZ/4GB/250GB) CND130C62S","Pre-Owned Laptops",1,13500
"HP Elite Book 8440p(Core I5 M520 2.40GHz/4GB/320GB 14"") SGH108QMCO","Pre-Owned Laptops",1,13500
"HP G42 (Core I3 M370 2.40GHz/2GB/320GB 14"") CNF03259JG","Pre-Owned Laptops",1,11800
"HP G42 (Core I3 M370 2.40GHz/2GB/500GB 14"") CNF03259VJ","Pre-Owned Laptops",1,12000
"HP G42 (Core I3 M370 2.40GHz/3GB/320GB 14"") CNF048C26B","Pre-Owned Laptops",1,12000
"HP G42 (Core I3 M370 2.40GHz/3GB/320GB 14.0"") CNF0406V61","Pre-Owned Laptops",1,12000
"HP G42 (Core I3 M370 2.40GHz/3GB/500GB 14"") CNF1062H4Q","Pre-Owned Laptops",1,12500
"HP G42 (Core I3 M370 2.40GHz/4GB/500GB 14"") CNF1140CQH","Pre-Owned Laptops",1,12500
"HP G42-356TU (Core I3 M370 2.40GHz/2GB/500GB 14"") CNF0406KVX","Pre-Owned Laptops",1,12000
"HP G62 (Core I3 M370 2.4GHz/1GB/320GB 15.6"") CNF0393GXS","Pre-Owned Laptops",1,11500
"HP Pavilion  (Core I5 2410 M 2.30GHZ/4GB/500GB 15.6"") 5CD1291RKY","Pre-Owned Laptops",1,13000
"HP Pavilion DV6 (Core I5M430 2.27GHZ/4GB/320GB 15.6"") CNF0014P77","Pre-Owned Laptops",1,13000
"HP Pavilion G Series(Core I5 2410M 4GB/500GB 15.6"") 5CD12904XZ","Pre-Owned Laptops",1,14500
"HP Pavilion G4 Notebook pc (Core I3 2330M 2.20GHz/2GB/500GB 15.6"") 5CD1200R4W","Pre-Owned Laptops",1,11800
"HP Pavilion G6 (Core I3 2350M 2.30GHz/4GB/500GB15.6"") 5CD2132Z1Z","Pre-Owned Laptops",1,12500
"HP Pavilion G6(Core I5-2430M 2.40GHz/2GB/500GB/15.6"")5CG1410KW3","Pre-Owned Laptops",1,14000
"HP Probook 4320s (Core I3 370M 2.40GHz/2GB/320GB 14"") CNF0331GSK","Pre-Owned Laptops",1,11800
"HP Probook 4420S (Core I3 M370 2.40GHz/3GB/320GB 14"") CNF0378PR5","Pre-Owned Laptops",1,12000
"HP Probook 4420S (Core I3 M380 2.53GHz/2GB/320GB 14"") CNF1096QY8","Pre-Owned Laptops",1,11800
"HP-430 (Core I3 2310M 2.10GHz/2GB/160GB 14"")-5CB1480FF9","Pre-Owned Laptops",1,11000
"HP-G42-4571U(Core I3 M370 2.40GHz/3GB/320GB 14"")CNF0490DBH	","Pre-Owned Laptops",1,11000
"HP-G42-488TU (Core I3 M370GHz/2GB/500GB 14"")-CNF1126TVZ","Pre-Owned Laptops",1,11500
"HP-G6-117TX(Core I3 -2310M 2.10GHz/3GB/500GB 15.6"")CNF1202D6C	","Pre-Owned Laptops",1,12000
"HP-Pavilion DV6 (Core I3 2310M 2.10GHz/2GB /500GB 15.6"")-5CH1210A0R","Pre-Owned Laptops",1,11500
"Hp-PAVILION DV6(Core I7-2670QM 2.20GHz/4GB/750GB) 5CH1321SMD","Pre-Owned Laptops",1,17000
"HP-PAVILLION DV6 (CORE I7 Q720 1.60 GHZ/4GB/500GB/15.6"") INA02704RK","Pre-Owned Laptops",1,17000
"Hp-Pavillion DV6-3050TX(Core I7 Q720 1.60GHz/4GB/640GB 15.6"") INA038049Q","Pre-Owned Laptops",1,17000
"Hp-Pavillion G4-1008TU(Core I5 M480 2.67GHz/6GB/500GB 14.0"") CNF1094Q6D","Pre-Owned Laptops",1,14000
"HP-Pro Book 4421S (Core I7 M640 2.80GHz 2GB/250GB) CNF1260GTC","Pre-Owned Laptops",1,15700
"IBM THINKPAD (Core I5 M450 2.40GHZ/3GB/320GB 14"") LR-PBZXC","Pre-Owned Laptops",1,12500
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-0M2BV","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4LG8L","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4LH2M	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4TFW7","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4TGA7	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4TGC7000","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-5K5KB	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR0XYWT	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR1TYD5	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR1TYP3	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR1TZN3	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR1V4VM	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR4PCN5	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR4PCX9	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR4TGA5	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR4TGB8	","Pre-Owned Laptops",1,15000
"Lenovo -Thinkpad L420(Core I5 2520M 2.50GHz/4GB/320GB 14"")LR6XWYB	","Pre-Owned Laptops",1,15000
"LENOVO A2010 8GB","Pre-Owned Mobiles",10,2900
"LENOVO E430(CORE I3 2330M 2.20GHZ/2GB/500GB 14"") MP-0Y382","Pre-Owned Laptops",1,11000
"LENOVO G460 (Core I3 M330 2.13GHz/3GB/320GB 14"") CBQ2401259","Pre-Owned Laptops",1,12000
"LENOVO G460(CORE I3 M350 2.27GHZ/2GB/320GB 14"") CBQ3251440","Pre-Owned Laptops",1,11000
"Lenovo Ideapad (Core I5 M460 2.53GHz/3GB/500GB 15.6"") CBQ4404485","Pre-Owned Laptops",1,13700
"LENOVO K900 (32GB)","Pre-Owned Mobiles",20,4200
"Lenovo L412(Core I5 M450/4GB/320GB 14.0"")LR-CTEHD","Pre-Owned Laptops",1,12700
"LENOVO P1 (32GB) (A)","Pre-Owned Mobiles",7,6000
"LENOVO S90 (16GB) (ASIS) (No Return)","Pre-Owned ASIS Mobiles",5,3800
"Lenovo T410(CORE I5 M520@2.40GHZ/4GB RAM/160GB HDD)R8-K9V1F","Pre-Owned Laptops",1,12500
"Lenovo Vibe K5 Note ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",1,4200
"Lenovo Vibe K5 Plus (16 GB)","Pre-Owned Mobiles",45,4500
"LENOVO VIBE X (S960) (16GB)","Pre-Owned Mobiles",5,5000
"Lenovo-G460 (Core I3 M330 2.13GHz/4GB/320GB 14"")-CBQ1872168","Pre-Owned Laptops",1,11000
"Lenovo-G500(Core I3 3110M 2.40GHz/3GB/500GB 15.6"")CB24884313	","Pre-Owned Laptops",1,12000
"Lenovo-Ideapad Y560 (Core I3 Q740 1.73GHz/2GB/160GB 14.1"")-CB02291974","Pre-Owned Laptops",1,11000
"Lenovo-L512(CORE I5-M520 / 2.40GHZ / 2GB / 120GB) LR-55ZEE","Pre-Owned Laptops",1,15000
"Lenovo-Thinkpad E420(Core I5 4GB/500GB) R9-E4EW1","Pre-Owned Laptops",1,13700
"Lenovo-X201(Core I5 2.67GHz/4GB/80GB) R9A24DL","Pre-Owned Laptops",1,13200
"Lenovo-X201(Core I5 M520 2.40GHZ/2GB/128GB) R9-5PBML","Pre-Owned Laptops",1,12500
"Lenovo:P780 (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",5,3000
"Lenovo:Vibe X2","Pre-Owned Mobiles",8,4800
"MI 5 (32GB)","Pre-Owned Mobiles",32,9500
"MICROMAX CANVAS 2 (A110) (4GB)","Pre-Owned Mobiles",14,2400
"Microsoft Lumia 640","Pre-Owned Mobiles",3,2500
"Moto G (3rd Gen) 16 GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",197,3200
"Moto G Turbo 16GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",58,3500
"MOTOROLA G (16GB)","Pre-Owned Mobiles",19,4500
"Motorola Moto E3 Power","Pre-Owned Mobiles",18,4200
"MOTOROLA X 2ND GEN (16GB) (B)","Pre-Owned Mobiles",31,4200
"Motorola:Moto G (3rd Generation) (16GB) (A)","Pre-Owned Mobiles",8,5600
"One Plus 2 ASIS 64GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",119,6900
"OnePlus 2 (64GB) ","Pre-Owned Mobiles",29,8000
"OnePlus 3T ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",1,13000
"OnePlus One (16GB)","Pre-Owned Mobiles",1,3500
"REDMI MI 3 (16 GB)","Pre-Owned Mobiles",15,4900
"Samsung Galaxy A3 16GB ASIS(NO RETURNS) ","Pre-Owned ASIS Mobiles",168,4500
"Samsung Galaxy A5 (16GB ) ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",35,4500
"SAMSUNG GALAXY A5 (16GB) (A)","Pre-Owned Mobiles",13,6713
"Samsung Galaxy A7 16GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",32,6000
"SAMSUNG GALAXY A7 DUOS (16GB)","Pre-Owned Mobiles",152,6500
"Samsung Galaxy Ace plus","Pre-Owned Mobiles",21,1600
"Samsung Galaxy C7 Pro (Navy Blue, 64 GB) (Brand Refurbished Mobile)","Brand Refurbished Mobile",43,16250
"SAMSUNG GALAXY CORE (8GB) (B)","Pre-Owned Mobiles",36,1800
"Samsung Galaxy E7 16GB  ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",83,4500
"SAMSUNG GALAXY GRAND 2 (8GB) (A)","Pre-Owned Mobiles",6,4500
"Samsung Galaxy Grand Duos (8GB) (A)","Pre-Owned Mobiles",27,3500
"SAMSUNG GALAXY GRAND MAX 16GB (ASIS) ( No Returns ) ","Pre-Owned ASIS Mobiles",17,2000
"Samsung Galaxy Grand Neo (8GB) (A)","Pre-Owned Mobiles",29,2800
"SAMSUNG GALAXY GRAND QUATTRO (8GB)","Pre-Owned Mobiles",9,2200
"Samsung Galaxy J7 Max 4GB 32GB GOLD (Brand Refurbished Mobile)","Brand Refurbished Mobile",3,12750
"Samsung Galaxy J7 Pro (Black, 64 GB) (Brand Refurbished Mobile)","Brand Refurbished Mobile",173,12600
"Samsung Galaxy J7 Pro (Gold, 64 GB) (Brand Refurbished Mobile)","Brand Refurbished Mobile",229,12600
"Samsung Galaxy Mega 6.3 8GB (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",19,2000
"SAMSUNG GALAXY NEXUS (16GB)","Pre-Owned Mobiles",27,3311
"SAMSUNG GALAXY NOTE 3 NEO (16GB)","Pre-Owned Mobiles",10,4500
"SAMSUNG GALAXY NOTE EDGE (32GB)","Pre-Owned Mobiles",20,13000
"Samsung Galaxy Note Edge 32GB  (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",37,11000
"Samsung Galaxy ON NXT (Gold, 32GB)","Brand Refurbished Mobile",5,11150
"SAMSUNG GALAXY POCKET DUOS (4GB)","Pre-Owned Mobiles",41,900
"SAMSUNG GALAXY POP","Pre-Owned Mobiles",6,2600
"SAMSUNG GALAXY S ADVANCE (16GB)","Pre-Owned Mobiles",14,2500
"Samsung Galaxy S2 (A) (16GB)","Pre-Owned Mobiles",14,2500
"Samsung Galaxy S3  (A) (16GB)","Pre-Owned Mobiles",1,3600
"Samsung Galaxy S3 (32GB)","Pre-Owned Mobiles",15,3500
"SAMSUNG GALAXY S3 NEO (16GB)","Pre-Owned Mobiles",7,2800
"SAMSUNG GALAXY S5 MINI (16GB)","Pre-Owned Mobiles",6,4500
"Samsung Galaxy S7 (Silver Titanium, 32 GB)","Brand Refurbished Mobile",1,19500
"Samsung Galaxy S7 Edge (Blue, 32 GB)  (Brand Refurbished Mobile)","Brand Refurbished Mobile",2,28400
"Samsung Galaxy S7 Edge (Gold, 32 GB)   (Brand Refurbished Mobile)","Brand Refurbished Mobile",12,27900
"Samsung Galaxy S7 Edge (Pink Gold, 32 GB)  (Brand Refurbished Mobile)","Brand Refurbished Mobile",4,27900
"SAMSUNG GALAXY STAR","Pre-Owned Mobiles",19,1200
"SAMSUNG GALAXY STAR PRO (4GB)","Pre-Owned Mobiles",5,3775
"SAMSUNG GALAXY TREND S-7392 (4GB)","Pre-Owned Mobiles",15,1400
"Samsung Galaxy Y Duos (B)","Pre-Owned Mobiles",168,500
"Samsung R528(Core I3 2.13GHz/2GB/250GB 15.6"") ZPV093DZ400053A","Pre-Owned Laptops",1,11500
"SAMSUNG Z2 (Gold, 8 GB)","Brand Refurbished Mobile",17,3200
"Samsung Z4 (Gold, 8 GB)","Brand Refurbished Mobile",127,4000
"Samsung:Galaxy Grand Max 16GB (B)","Pre-Owned Mobiles",52,3500
"Samsung:Galaxy Mega 5.8 (B)","Pre-Owned Mobiles",87,2750
"Samsung:Galaxy S2 16GB (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",334,1600
"Samsung:I9003 Galaxy SL","Pre-Owned Mobiles",4,1900
"SONY -PCG-41216W(Core I7 2.80GHz/4GB/750GB) C609YX1B","Pre-Owned Laptops",1,18000
"Sony PCG 61A11W ( Core I3 2310M 2.10GHz/2GB/320GB 14"") C9014M8K","Pre-Owned Laptops",1,11800
"Sony PCG-41213W(Core I5-2410M 2.30GHZ/4GB/320GB 14.1"")27539276-7004175","Pre-Owned Laptops",1,12700
"SONY PCG-61211W (Core I5 M520 2.40GHz/4GB/320GB 14.0"") C604UE1V","Pre-Owned Laptops",1,13200
"SONY XPERIA M (4GB)","Pre-Owned Mobiles",6,1800
"SONY XPERIA P (16GB) (B)","Pre-Owned Mobiles",7,2200
"SONY XPERIA Z1 (16GB)","Pre-Owned Mobiles",5,4500
"Sony-PCG-61212W (Core I3 M350 2.27GHz/2GB/500GB 14.0"")-C6058BKM","Pre-Owned Laptops",1,11500
"Sony-PCG-61212W(Core I3 M330 2.13GHz/2GB/320GB 14"")27507087-70066017	","Pre-Owned Laptops",1,11000
"Sony-PCG-61212W(Core I5 M480 2.67GHz/4GB/) C608GKZU","Pre-Owned Laptops",1,12700
"Sony-PCG-81114L(Core I7 Q720 1.60GHz/4GB/500GB 15.6"") C603FFJ9	","Pre-Owned Laptops",1,16500
"Sony-PCG-81114L(Core i7/4GB/320GB) R5822839","Pre-Owned Laptops",1,15700
"Sony-PCG61212W(Core I3 M330 2.13GHz/2GB/320GB 14"")2750708770066010	","Pre-Owned Laptops",1,11000
"Sony-VPCFL390X(Core I7 Q740   1.73GHZ/4GB/320GB) C6095SP7","Pre-Owned Laptops",1,15700
"Toshiba C660 (Core I3 380M 2.40GHz/3GB/250GB 15.6"") 2B135952K","Pre-Owned Laptops",1,11500
"Toshiba Satellite C660(Core I3 M380 2.53GHz/2GB/250GB 15.6"")1B225035K","Pre-Owned Laptops",1,11500
"Toshiba-Satellite C640 (Core I3 2310M 2.10GHz/4GB/500GB 14"")-7B070788Q","Pre-Owned Laptops",1,11500
"Toshiba-Satellite L640 (Core I3 M350 2.27GHz/2GB/320GB 14.0"")-7A064098W","Pre-Owned Laptops",1,11000
"Xiaomi Mi 4i (16GB) ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",23,3000
"Xiaomi Mi 4i (32 GB) (B)","Pre-Owned Mobiles",20,5500
"XIAOMI MI NOTE 3G (8GB)","Pre-Owned Mobiles",21,2800
