SKU,"PRODUCT NAME",CATEGORY,"PRICE (INR)"
REFDE00288,"DELL REFURBISHED VOSTRO 15 5568/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-INCH FHD","Brand Refurbished Laptops",49900
REFDE00193,"DELL REFURBISHED VOSTRO DT 3250/ PDC G4400/ 4GB/ 500GB/ INT/ NO OS/ Display Not Included","Brand Refurbished Laptops",17000
REFDE00194,"DELL REFURBISHED VOSTRO DT 3250/ PDC G4400/ 4GB/ 500GB/ INT/ WIN 10/ Display Not Included","Brand Refurbished Laptops",19200
REFDE00196,"DELL REFURBISHED VOSTRO DT 3800/ 4th Gen Ci3-4170/ 4GB/ 500GB/ INT/ NO OS/ Display Not Included","Brand Refurbished Laptops",17500
REFDE00246,"DELL REFURBISHED VOSTRO DT 3800/ PDC G3260/ 4GB/ 500GB/ INT/ NO OS/ Display Not Included","Brand Refurbished Laptops",19600
REFDE00197,"DELL REFURBISHED XPS 1200/ 4th Gen Ci5-4210U/ 4GB/ 128GB SSD/ INT/ WIN 8.1/ 12.5-Inch FHD Touch","Brand Refurbished Laptops",49000
REFDE00198,"DELL REFURBISHED XPS 13 9343/ 5th Gen Ci5-5200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",60800
REFDE00199,"DELL REFURBISHED XPS 13 9350/ 6th Gen Ci5-6200U/ 4GB/ 128GB SSD/ INT/ WIN 10/ 13.3-Inch FHD","Brand Refurbished Laptops",58800
REFDE00200,"DELL REFURBISHED XPS 13 9350/ 6th Gen Ci5-6200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",63700
REFDE00202,"DELL REFURBISHED XPS 13 9360/ 7th Gen Ci5-7200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch FHD","Brand Refurbished Laptops",67700
REFDE00203,"DELL REFURBISHED XPS 13 9360/ 7th Gen Ci7-7500U/ 16GB/ 512GB SSD/ INT/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",83300
REFDE00276,"DELL REFURBISHED XPS 13 9360/ 7TH GEN CI7-7560U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-INCH QHD TOUCH","Brand Refurbished Laptops",67700
REFDE00336,"DELL REFURBISHED XPS 13 9560/ 7TH GEN CI7-7700HQ/ 16GB/ 512GB SSD/ 4GB/ WIN 10/ 15.6-INCH FHD","Brand Refurbished Laptops",110300
OPMBNTF0098,"HP 7 VOICE TAB ( White,8GB)","Open Box Tablets",5000
OPMBNTFB0098,"HP 7 VOICE TAB (White,8GB) (B Grade)","Open Box Tablets",4500
OPMBNTFB0239,"HP SLATE 7 VOICE TAB (16GB SNOW WHITE)","Open Box Tablets",4900
OPMBNTF0303,"Micromax Canvas Tab P290 1GB (8GB, Black)","Open Box Tablets",4952
OPMBNTF0196,"Samsung Galaxy Tab 3V (T116N) 8GB Black","Open Box Tablets",6000
OPMBNTFB0196,"Samsung Galaxy Tab 3V (T116N) 8GB Black (B Grade)","Open Box Tablets",5400
OPMBNTFB0516,"Samsung Galaxy Tab A (T355Y) (16GB, Sandy White) (B Grade)","Open Box Tablets",9900
ASMBA000006,"LENOVO S90 (16GB) (ASIS) (No Return)","Pre-Owned ASIS Mobiles",3800
ASMBA000004,"Lenovo:P780 (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",3000
ASMBA000011,"Moto G (3rd Gen) 16 GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",3200
ASMBA000012,"Moto G Turbo 16GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",3500
ASMBA000015,"One Plus 2 ASIS 64GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",6900
ASMBA000016,"OnePlus 3T ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",13000
ASMBA000019,"Samsung Galaxy A3 16GB ASIS(NO RETURNS) ","Pre-Owned ASIS Mobiles",4500
ASMBA000020,"Samsung Galaxy A5 (16GB ) ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",4500
ASMBA000021,"Samsung Galaxy A7 16GB ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",6000
ASMBA000026,"Samsung Galaxy E7 16GB  ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",4500
ASMBA000029,"SAMSUNG GALAXY GRAND MAX 16GB (ASIS) ( No Returns ) ","Pre-Owned ASIS Mobiles",2000
ASMBA000031,"Samsung Galaxy Mega 6.3 8GB (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",2000
ASMBA000034,"Samsung Galaxy Note Edge 32GB  (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",11000
ASMBA000036,"Samsung:Galaxy S2 16GB (ASIS) ( No Returns)","Pre-Owned ASIS Mobiles",1600
ASMBA000044,"Xiaomi Mi 4i (16GB) ASIS (NO RETURNS) ","Pre-Owned ASIS Mobiles",3000
NEWMOB00220,"Nokia 220 Dual Sim (White)","Feature Phone",2150
NEWMOB00297,"Videocon Krypton3 V50JG (GOLDEN BLUE, 16 GB)  (2 GB RAM)","Feature Phone",5000
NEWMOB00454,"VOW V104 (Black + Blue)","Feature Phone",525
NEWMOB00412,"VOW V105 (Black + Blue)","Feature Phone",525
REFMOB0005,"Samsung Galaxy C7 Pro (Navy Blue, 64 GB) (Brand Refurbished Mobile)","Brand Refurbished Mobile",16250
REFMOB0004,"Samsung Galaxy J7 Max 4GB 32GB GOLD (Brand Refurbished Mobile)","Brand Refurbished Mobile",12750
REFMOB0012,"Samsung Galaxy J7 Pro (Black, 64 GB) (Brand Refurbished Mobile)","Brand Refurbished Mobile",12600
REFMOB0011,"Samsung Galaxy J7 Pro (Gold, 64 GB) (Brand Refurbished Mobile)","Brand Refurbished Mobile",12600
REFMOB0020,"Samsung Galaxy ON NXT (Gold, 32GB)","Brand Refurbished Mobile",11150
REFMOB0018,"Samsung Galaxy S7 (Silver Titanium, 32 GB)","Brand Refurbished Mobile",19500
REFMOB0013,"Samsung Galaxy S7 Edge (Blue, 32 GB)  (Brand Refurbished Mobile)","Brand Refurbished Mobile",28400
REFMOB0007,"Samsung Galaxy S7 Edge (Gold, 32 GB)   (Brand Refurbished Mobile)","Brand Refurbished Mobile",27900
REFMOB0006,"Samsung Galaxy S7 Edge (Pink Gold, 32 GB)  (Brand Refurbished Mobile)","Brand Refurbished Mobile",27900
REFMOB0014,"SAMSUNG Z2 (Gold, 8 GB)","Brand Refurbished Mobile",3200
REFMOB0019,"Samsung Z4 (Gold, 8 GB)","Brand Refurbished Mobile",4000
